Time [h]	Intlet Temperature [C]	Outlet Temperature [C]
32720	6.02137	9.02137
32721	6.03622	9.03622
32722	6.05228	9.05228
32723	6.06909	9.06909
32724	6.08605	9.08605
32725	6.10233	9.10233
32726	6.11978	9.11978
32727	6.13585	9.13585
32728	6.15275	9.15275
32729	6.17087	9.17087
32730	6.18811	9.18811
32731	6.20497	9.20497
32732	6.22195	9.22195
32733	6.23983	9.23983
32734	6.25682	9.25682
32735	6.27454	9.27454
32736	6.29327	9.29327
32737	6.31011	9.31011
32738	6.32506	9.32506
32739	6.3387	9.3387
32740	6.35115	9.35115
32741	6.36294	9.36294
32742	6.37463	9.37463
32743	6.387	9.387
32744	6.39833	9.39833
32745	6.41026	9.41026
32746	6.42299	9.42299
32747	6.43381	9.43381
32748	6.4453	9.4453
32749	6.4573	9.4573
32750	6.46841	9.46841
32751	6.48002	9.48002
32752	6.49246	9.49246
32753	6.50307	9.50307
32754	6.51438	9.51438
32755	6.52623	9.52623
32756	6.5372	9.5372
32757	6.54931	9.54931
32758	6.56082	9.56082
32759	6.57136	9.57136
32760	6.58273	9.58273
32761	6.59456	9.59456
32762	6.60139	9.60139
32763	6.60511	9.60511
32764	6.60906	9.60906
32765	6.61114	9.61114
32766	6.61347	9.61347
32767	6.61593	9.61593
32768	6.61772	9.61772
32769	6.61903	9.61903
32770	6.62072	9.62072
32771	6.62135	9.62135
32772	6.62249	9.62249
32773	6.62382	9.62382
32774	6.62416	9.62416
32775	6.62488	9.62488
32776	6.62636	9.62636
32777	6.62589	9.62589
32778	6.62607	9.62607
32779	6.62673	9.62673
32780	6.62686	9.62686
32781	6.6275	9.6275
32782	6.62744	9.62744
32783	6.62695	9.62695
32784	6.62726	9.62726
32785	6.62698	9.62698
32786	6.62904	9.62904
32787	6.63351	9.63351
32788	6.63787	9.63787
32789	6.64221	9.64221
32790	6.64746	9.64746
32791	6.6524	9.6524
32792	6.65721	9.65721
32793	6.6628	9.6628
32794	6.66805	9.66805
32795	6.67312	9.67312
32796	6.67821	9.67821
32797	6.68401	9.68401
32798	6.68952	9.68952
32799	6.6952	9.6952
32800	6.70034	9.70034
32801	6.70605	9.70605
32802	6.71211	9.71211
32803	6.71742	9.71742
32804	6.72324	9.72324
32805	6.72936	9.72936
32806	6.73476	9.73476
32807	6.7412	9.7412
32808	6.74715	9.74715
32809	6.75269	9.75269
32810	6.75621	9.75621
32811	6.75749	9.75749
32812	6.75805	9.75805
32813	6.75867	9.75867
32814	6.75897	9.75897
32815	6.75963	9.75963
32816	6.75895	9.75895
32817	6.75932	9.75932
32818	6.75917	9.75917
32819	6.7585	9.7585
32820	6.75804	9.75804
32821	6.75698	9.75698
32822	6.75708	9.75708
32823	6.75584	9.75584
32824	6.75497	9.75497
32825	6.75446	9.75446
32826	6.75355	9.75355
32827	6.75265	9.75265
32828	6.75158	9.75158
32829	6.75095	9.75095
32830	6.7498	9.7498
32831	6.74828	9.74828
32832	6.74707	9.74707
32833	6.74575	9.74575
32834	6.74859	9.74859
32835	6.75339	9.75339
32836	6.76007	9.76007
32837	6.76584	9.76584
32838	6.77236	9.77236
32839	6.77961	9.77961
32840	6.78672	9.78672
32841	6.79408	9.79408
32842	6.80105	9.80105
32843	6.80932	9.80932
32844	6.81714	9.81714
32845	6.82459	9.82459
32846	6.83249	9.83249
32847	6.84038	9.84038
32848	6.84849	9.84849
32849	6.85616	9.85616
32850	6.86437	9.86437
32851	6.87295	9.87295
32852	6.88121	9.88121
32853	6.89006	9.89006
32854	6.8977	9.8977
32855	6.90596	9.90596
32856	6.91477	9.91477
32857	6.92321	9.92321
32858	6.92918	9.92918
32859	6.93318	9.93318
32860	6.93731	9.93731
32861	6.94073	9.94073
32862	6.9436	9.9436
32863	6.94703	9.94703
32864	6.94986	9.94986
32865	6.95225	9.95225
32866	6.95492	9.95492
32867	6.95693	9.95693
32868	6.96023	9.96023
32869	6.96243	9.96243
32870	6.9646	9.9646
32871	6.96696	9.96696
32872	6.9691	9.9691
32873	6.97136	9.97136
32874	6.97317	9.97317
32875	6.9758	9.9758
32876	6.97729	9.97729
32877	6.97989	9.97989
32878	6.98167	9.98167
32879	6.98346	9.98346
32880	6.98545	9.98545
32881	6.98725	9.98725
32882	6.98809	9.98809
32883	6.98746	9.98746
32884	6.98755	9.98755
32885	6.9864	9.9864
32886	6.98622	9.98622
32887	6.98515	9.98515
32888	6.98401	9.98401
32889	6.98299	9.98299
32890	6.98173	9.98173
32891	6.98055	9.98055
32892	6.97891	9.97891
32893	6.97804	9.97804
32894	6.97604	9.97604
32895	6.97508	9.97508
32896	6.97331	9.97331
32897	6.97153	9.97153
32898	6.9699	9.9699
32899	6.96809	9.96809
32900	6.96637	9.96637
32901	6.96447	9.96447
32902	6.96267	9.96267
32903	6.96069	9.96069
32904	6.9588	9.9588
32905	6.95674	9.95674
32906	6.94344	9.94344
32907	6.92238	9.92238
32908	6.89923	9.89923
32909	6.8743	9.8743
32910	6.84762	9.84762
32911	6.81989	9.81989
32912	6.79103	9.79103
32913	6.7612	9.7612
32914	6.7304	9.7304
32915	6.69896	9.69896
32916	6.66599	9.66599
32917	6.63316	9.63316
32918	6.5986	9.5986
32919	6.56396	9.56396
32920	6.52847	9.52847
32921	6.49227	9.49227
32922	6.45526	9.45526
32923	6.41745	9.41745
32924	6.37956	9.37956
32925	6.34048	9.34048
32926	6.3009	9.3009
32927	6.26044	9.26044
32928	6.21977	9.21977
32929	6.17838	9.17838
32930	6.13479	9.13479
32931	6.08946	9.08946
32932	6.05339	9.05339
32933	6.02254	9.02254
32934	5.9888	8.9888
32935	5.94949	8.94949
32936	5.91006	8.91006
32937	5.8699	8.8699
32938	5.82915	8.82915
32939	5.78678	8.78678
32940	5.74269	8.74269
32941	5.7011	8.7011
32942	5.65744	8.65744
32943	5.61229	8.61229
32944	5.56844	8.56844
32945	5.52449	8.52449
32946	5.47856	8.47856
32947	5.43206	8.43206
32948	5.38656	8.38656
32949	5.34031	8.34031
32950	5.29333	8.29333
32951	5.24682	8.24682
32952	5.19935	8.19935
32953	5.15157	8.15157
32954	5.12877	8.12877
32955	5.11186	8.11186
32956	5.09807	8.09807
32957	5.08741	8.08741
32958	5.07816	8.07816
32959	5.06993	8.06993
32960	5.06239	8.06239
32961	5.0554	8.0554
32962	5.04981	8.04981
32963	5.04496	8.04496
32964	5.04041	8.04041
32965	5.03636	8.03636
32966	5.03241	8.03241
32967	5.02907	8.02907
32968	5.02611	8.02611
32969	5.02383	8.02383
32970	5.02174	8.02174
32971	5.01989	8.01989
32972	5.01781	8.01781
32973	5.01659	8.01659
32974	5.01531	8.01531
32975	5.01519	8.01519
32976	5.0146	8.0146
32977	5.01401	8.01401
32978	5.02233	8.02233
32979	5.0346	8.0346
32980	5.04749	8.04749
32981	5.06295	8.06295
32982	5.07804	8.07804
32983	5.09433	8.09433
32984	5.10967	8.10967
32985	5.12779	8.12779
32986	5.14447	8.14447
32987	5.16304	8.16304
32988	5.1795	8.1795
32989	5.19783	8.19783
32990	5.21651	8.21651
32991	5.23515	8.23515
32992	5.25362	8.25362
32993	5.27312	8.27312
32994	5.29249	8.29249
32995	5.31169	8.31169
32996	5.33146	8.33146
32997	5.34917	8.34917
32998	5.37026	8.37026
32999	5.39022	8.39022
33000	5.41001	8.41001
33001	5.42964	8.42964
33002	5.44429	8.44429
33003	5.45884	8.45884
33004	5.47191	8.47191
33005	5.48467	8.48467
33006	5.49794	8.49794
33007	5.51034	8.51034
33008	5.52272	8.52272
33009	5.53436	8.53436
33010	5.54642	8.54642
33011	5.558	8.558
33012	5.56683	8.56683
33013	5.57704	8.57704
33014	5.58626	8.58626
33015	5.5944	8.5944
33016	5.60862	8.60862
33017	5.62405	8.62405
33018	5.64038	8.64038
33019	5.65655	8.65655
33020	5.6716	8.6716
33021	5.68814	8.68814
33022	5.70443	8.70443
33023	5.71967	8.71967
33024	5.73596	8.73596
33025	5.75103	8.75103
33026	5.74773	8.74773
33027	5.73947	8.73947
33028	5.72664	8.72664
33029	5.71436	8.71436
33030	5.69931	8.69931
33031	5.68337	8.68337
33032	5.66685	8.66685
33033	5.65079	8.65079
33034	5.6426	8.6426
33035	5.6328	8.6328
33036	5.6207	8.6207
33037	5.60948	8.60948
33038	5.59601	8.59601
33039	5.58152	8.58152
33040	5.56644	8.56644
33041	5.55038	8.55038
33042	5.53365	8.53365
33043	5.51922	8.51922
33044	5.49988	8.49988
33045	5.48202	8.48202
33046	5.46325	8.46325
33047	5.44547	8.44547
33048	5.42575	8.42575
33049	5.40729	8.40729
33050	5.39633	8.39633
33051	5.38667	8.38667
33052	5.38094	8.38094
33053	5.37478	8.37478
33054	5.36919	8.36919
33055	5.36379	8.36379
33056	5.35971	8.35971
33057	5.35373	8.35373
33058	5.34879	8.34879
33059	5.34461	8.34461
33060	5.33984	8.33984
33061	5.33633	8.33633
33062	5.33205	8.33205
33063	5.32758	8.32758
33064	5.324	8.324
33065	5.32067	8.32067
33066	5.31636	8.31636
33067	5.3133	8.3133
33068	5.30922	8.30922
33069	5.30547	8.30547
33070	5.30172	8.30172
33071	5.29888	8.29888
33072	5.29397	8.29397
33073	5.29301	8.29301
33074	5.29293	8.29293
33075	5.29583	8.29583
33076	5.29893	8.29893
33077	5.30129	8.30129
33078	5.30561	8.30561
33079	5.30858	8.30858
33080	5.31302	8.31302
33081	5.31726	8.31726
33082	5.32223	8.32223
33083	5.32654	8.32654
33084	5.3314	8.3314
33085	5.33664	8.33664
33086	5.34015	8.34015
33087	5.34632	8.34632
33088	5.35056	8.35056
33089	5.35574	8.35574
33090	5.36175	8.36175
33091	5.36713	8.36713
33092	5.37191	8.37191
33093	5.37796	8.37796
33094	5.38311	8.38311
33095	5.38953	8.38953
33096	5.39505	8.39505
33097	5.40031	8.40031
33098	5.40547	8.40547
33099	5.41058	8.41058
33100	5.41398	8.41398
33101	5.42047	8.42047
33102	5.42538	8.42538
33103	5.43018	8.43018
33104	5.43543	8.43543
33105	5.44033	8.44033
33106	5.44452	8.44452
33107	5.44897	8.44897
33108	5.45443	8.45443
33109	5.45909	8.45909
33110	5.4626	8.4626
33111	5.46883	8.46883
33112	5.47416	8.47416
33113	5.47902	8.47902
33114	5.48404	8.48404
33115	5.48696	8.48696
33116	5.49346	8.49346
33117	5.49762	8.49762
33118	5.50078	8.50078
33119	5.50513	8.50513
33120	5.51014	8.51014
33121	5.51513	8.51513
33122	5.5167	8.5167
33123	5.52019	8.52019
33124	5.52164	8.52164
33125	5.52327	8.52327
33126	5.52516	8.52516
33127	5.52684	8.52684
33128	5.52801	8.52801
33129	5.52946	8.52946
33130	5.53023	8.53023
33131	5.53132	8.53132
33132	5.53289	8.53289
33133	5.53327	8.53327
33134	5.53471	8.53471
33135	5.53741	8.53741
33136	5.53773	8.53773
33137	5.53851	8.53851
33138	5.5398	8.5398
33139	5.54001	8.54001
33140	5.54195	8.54195
33141	5.54207	8.54207
33142	5.54277	8.54277
33143	5.54417	8.54417
33144	5.54487	8.54487
33145	5.54652	8.54652
33146	5.54963	8.54963
33147	5.55288	8.55288
33148	5.55592	8.55592
33149	5.56417	8.56417
33150	5.57374	8.57374
33151	5.58301	8.58301
33152	5.59229	8.59229
33153	5.60249	8.60249
33154	5.61292	8.61292
33155	5.62283	8.62283
33156	5.63273	8.63273
33157	5.6434	8.6434
33158	5.65326	8.65326
33159	5.66387	8.66387
33160	5.67555	8.67555
33161	5.68621	8.68621
33162	5.69637	8.69637
33163	5.7066	8.7066
33164	5.71784	8.71784
33165	5.72799	8.72799
33166	5.73899	8.73899
33167	5.75043	8.75043
33168	5.76185	8.76185
33169	5.77246	8.77246
33170	5.77845	8.77845
33171	5.78074	8.78074
33172	5.78107	8.78107
33173	5.78213	8.78213
33174	5.78338	8.78338
33175	5.78323	8.78323
33176	5.78347	8.78347
33177	5.78378	8.78378
33178	5.78387	8.78387
33179	5.78312	8.78312
33180	5.78211	8.78211
33181	5.7818	8.7818
33182	5.78031	8.78031
33183	5.77949	8.77949
33184	5.77892	8.77892
33185	5.77824	8.77824
33186	5.77666	8.77666
33187	5.77545	8.77545
33188	5.77444	8.77444
33189	5.77259	8.77259
33190	5.77174	8.77174
33191	5.77008	8.77008
33192	5.76798	8.76798
33193	5.76585	8.76585
33194	5.7723	8.7723
33195	5.78179	8.78179
33196	5.79307	8.79307
33197	5.80545	8.80545
33198	5.81825	8.81825
33199	5.83061	8.83061
33200	5.84429	8.84429
33201	5.85746	8.85746
33202	5.87052	8.87052
33203	5.88378	8.88378
33204	5.89801	8.89801
33205	5.91145	8.91145
33206	5.92567	8.92567
33207	5.94033	8.94033
33208	5.95504	8.95504
33209	5.96915	8.96915
33210	5.98322	8.98322
33211	5.99823	8.99823
33212	6.01223	9.01223
33213	6.02705	9.02705
33214	6.04227	9.04227
33215	6.05747	9.05747
33216	6.07197	9.07197
33217	6.08694	9.08694
33218	6.08757	9.08757
33219	6.08001	9.08001
33220	6.07037	9.07037
33221	6.05879	9.05879
33222	6.04687	9.04687
33223	6.03295	9.03295
33224	6.01889	9.01889
33225	6.00438	9.00438
33226	5.98833	8.98833
33227	5.97281	8.97281
33228	5.95619	8.95619
33229	5.93805	8.93805
33230	5.9203	8.9203
33231	5.90255	8.90255
33232	5.88343	8.88343
33233	5.8645	8.8645
33234	5.84548	8.84548
33235	5.82615	8.82615
33236	5.80568	8.80568
33237	5.78528	8.78528
33238	5.76381	8.76381
33239	5.74278	8.74278
33240	5.72185	8.72185
33241	5.69968	8.69968
33242	5.68026	8.68026
33243	5.66718	8.66718
33244	5.6563	8.6563
33245	5.6458	8.6458
33246	5.63349	8.63349
33247	5.62038	8.62038
33248	5.60714	8.60714
33249	5.59346	8.59346
33250	5.57868	8.57868
33251	5.56391	8.56391
33252	5.54846	8.54846
33253	5.53417	8.53417
33254	5.51868	8.51868
33255	5.50285	8.50285
33256	5.48812	8.48812
33257	5.47156	8.47156
33258	5.45603	8.45603
33259	5.4408	8.4408
33260	5.42427	8.42427
33261	5.40745	8.40745
33262	5.39067	8.39067
33263	5.37582	8.37582
33264	5.35797	8.35797
33265	5.34084	8.34084
33266	5.32375	8.32375
33267	5.30579	8.30579
33268	5.28676	8.28676
33269	5.26926	8.26926
33270	5.2503	8.2503
33271	5.23171	8.23171
33272	5.21269	8.21269
33273	5.19399	8.19399
33274	5.1744	8.1744
33275	5.15545	8.15545
33276	5.13606	8.13606
33277	5.11707	8.11707
33278	5.09635	8.09635
33279	5.07758	8.07758
33280	5.0569	8.0569
33281	5.03762	8.03762
33282	5.01769	8.01769
33283	4.99779	7.99779
33284	4.97784	7.97784
33285	4.95775	7.95775
33286	4.93731	7.93731
33287	4.91761	7.91761
33288	4.89728	7.89728
33289	4.87644	7.87644
33290	4.86872	7.86872
33291	4.86542	7.86542
33292	4.86386	7.86386
33293	4.86331	7.86331
33294	4.86346	7.86346
33295	4.86465	7.86465
33296	4.86594	7.86594
33297	4.86833	7.86833
33298	4.871	7.871
33299	4.87303	7.87303
33300	4.8764	7.8764
33301	4.87848	7.87848
33302	4.88399	7.88399
33303	4.88784	7.88784
33304	4.89166	7.89166
33305	4.89594	7.89594
33306	4.89986	7.89986
33307	4.90529	7.90529
33308	4.91017	7.91017
33309	4.9149	7.9149
33310	4.91996	7.91996
33311	4.92577	7.92577
33312	4.93113	7.93113
33313	4.93533	7.93533
33314	4.94563	7.94563
33315	4.95634	7.95634
33316	4.96875	7.96875
33317	4.98017	7.98017
33318	4.99205	7.99205
33319	5.00425	8.00425
33320	5.01668	8.01668
33321	5.03055	8.03055
33322	5.04379	8.04379
33323	5.05615	8.05615
33324	5.06992	8.06992
33325	5.08443	8.08443
33326	5.09641	8.09641
33327	5.10983	8.10983
33328	5.12423	8.12423
33329	5.13802	8.13802
33330	5.15286	8.15286
33331	5.16514	8.16514
33332	5.17994	8.17994
33333	5.19404	8.19404
33334	5.20813	8.20813
33335	5.22265	8.22265
33336	5.23612	8.23612
33337	5.2502	8.2502
33338	5.26333	8.26333
33339	5.27676	8.27676
33340	5.28963	8.28963
33341	5.30237	8.30237
33342	5.31481	8.31481
33343	5.32706	8.32706
33344	5.33985	8.33985
33345	5.35098	8.35098
33346	5.36279	8.36279
33347	5.37351	8.37351
33348	5.38324	8.38324
33349	5.39308	8.39308
33350	5.40149	8.40149
33351	5.4168	8.4168
33352	5.43316	8.43316
33353	5.44939	8.44939
33354	5.46487	8.46487
33355	5.48198	8.48198
33356	5.49825	8.49825
33357	5.51493	8.51493
33358	5.53115	8.53115
33359	5.54793	8.54793
33360	5.56451	8.56451
33361	5.58005	8.58005
33362	5.59064	8.59064
33363	5.59934	8.59934
33364	5.60712	8.60712
33365	5.61451	8.61451
33366	5.62153	8.62153
33367	5.62822	8.62822
33368	5.63466	8.63466
33369	5.63996	8.63996
33370	5.64617	8.64617
33371	5.65278	8.65278
33372	5.65824	8.65824
33373	5.66419	8.66419
33374	5.67096	8.67096
33375	5.67665	8.67665
33376	5.68172	8.68172
33377	5.68769	8.68769
33378	5.69305	8.69305
33379	5.69748	8.69748
33380	5.70281	8.70281
33381	5.70858	8.70858
33382	5.71429	8.71429
33383	5.71909	8.71909
33384	5.72488	8.72488
33385	5.72988	8.72988
33386	5.72948	8.72948
33387	5.72716	8.72716
33388	5.72359	8.72359
33389	5.71864	8.71864
33390	5.71419	8.71419
33391	5.70984	8.70984
33392	5.7052	8.7052
33393	5.69944	8.69944
33394	5.69448	8.69448
33395	5.68856	8.68856
33396	5.68205	8.68205
33397	5.67626	8.67626
33398	5.66981	8.66981
33399	5.66235	8.66235
33400	5.65566	8.65566
33401	5.64931	8.64931
33402	5.64285	8.64284
33403	5.63537	8.63537
33404	5.62887	8.62887
33405	5.62145	8.62145
33406	5.61351	8.61351
33407	5.60643	8.60643
33408	5.59871	8.59871
33409	5.58995	8.58995
33410	5.56991	8.56991
33411	5.54276	8.54276
33412	5.52715	8.52715
33413	5.50879	8.50879
33414	5.48746	8.48746
33415	5.46049	8.46049
33416	5.4331	8.4331
33417	5.40595	8.40595
33418	5.37746	8.37746
33419	5.34706	8.34706
33420	5.31662	8.31662
33421	5.28557	8.28557
33422	5.25327	8.25327
33423	5.21957	8.21957
33424	5.18813	8.18813
33425	5.15433	8.15433
33426	5.11997	8.11997
33427	5.08552	8.08552
33428	5.05017	8.05017
33429	5.01439	8.01439
33430	4.97876	7.97876
33431	4.94239	7.94239
33432	4.90637	7.90637
33433	4.87073	7.87073
33434	4.84046	7.84046
33435	4.81174	7.81174
33436	4.78527	7.78527
33437	4.75916	7.75916
33438	4.73341	7.73341
33439	4.70679	7.70679
33440	4.68225	7.68225
33441	4.65634	7.65634
33442	4.63133	7.63133
33443	4.6052	7.6052
33444	4.57992	7.57992
33445	4.55436	7.55436
33446	4.52884	7.52884
33447	4.50277	7.50277
33448	4.47864	7.47864
33449	4.45327	7.45327
33450	4.42766	7.42766
33451	4.40197	7.40197
33452	4.37593	7.37593
33453	4.35126	7.35126
33454	4.32503	7.32503
33455	4.3002	7.3002
33456	4.27439	7.27439
33457	4.24821	7.24821
33458	4.25238	7.25238
33459	4.2661	7.2661
33460	4.28378	7.28378
33461	4.30486	7.30486
33462	4.32814	7.32814
33463	4.35225	7.35225
33464	4.37798	7.37798
33465	4.40489	7.40489
33466	4.43189	7.43189
33467	4.46067	7.46067
33468	4.48953	7.48953
33469	4.51887	7.51887
33470	4.54962	7.54962
33471	4.58035	7.58035
33472	4.6117	7.6117
33473	4.6452	7.6452
33474	4.67475	7.67475
33475	4.70739	7.70739
33476	4.74029	7.74029
33477	4.77293	7.77293
33478	4.80664	7.80664
33479	4.83859	7.83859
33480	4.87298	7.87298
33481	4.90578	7.90578
33482	4.91989	7.91989
33483	4.92771	7.92771
33484	4.93404	7.93404
33485	4.93834	7.93834
33486	4.94186	7.94186
33487	4.94463	7.94463
33488	4.94613	7.94613
33489	4.94694	7.94694
33490	4.94802	7.94802
33491	4.94831	7.94831
33492	4.94905	7.94905
33493	4.94876	7.94876
33494	4.94739	7.94739
33495	4.94634	7.94634
33496	4.94591	7.94591
33497	4.9444	7.9444
33498	4.94343	7.94343
33499	4.94239	7.94239
33500	4.93986	7.93986
33501	4.93803	7.93803
33502	4.93596	7.93596
33503	4.93438	7.93438
33504	4.93149	7.93149
33505	4.92978	7.92978
33506	4.90667	7.90667
33507	4.87822	7.87822
33508	4.84633	7.84633
33509	4.81267	7.81267
33510	4.77729	7.77729
33511	4.74051	7.74051
33512	4.70301	7.70301
33513	4.66584	7.66584
33514	4.62495	7.62495
33515	4.5832	7.5832
33516	4.54127	7.54127
33517	4.50021	7.50021
33518	4.4581	7.4581
33519	4.41459	7.41459
33520	4.37056	7.37056
33521	4.32565	7.32565
33522	4.28073	7.28073
33523	4.23499	7.23499
33524	4.18794	7.18794
33525	4.14188	7.14188
33526	4.09487	7.09487
33527	4.04732	7.04732
33528	3.99922	6.99922
33529	3.95131	6.95131
33530	3.92478	6.92478
33531	3.90734	6.90734
33532	3.89223	6.89223
33533	3.87874	6.87874
33534	3.86745	6.86745
33535	3.85654	6.85654
33536	3.84595	6.84595
33537	3.8374	6.8374
33538	3.82922	6.82922
33539	3.82092	6.82092
33540	3.81247	6.81247
33541	3.80506	6.80506
33542	3.79862	6.79862
33543	3.79231	6.79231
33544	3.78566	6.78566
33545	3.78026	6.78026
33546	3.77442	6.77442
33547	3.76846	6.76846
33548	3.76334	6.76334
33549	3.75808	6.75808
33550	3.7529	6.7529
33551	3.74836	6.74836
33552	3.7438	6.7438
33553	3.73937	6.73937
33554	3.74622	6.74622
33555	3.75717	6.75717
33556	3.77044	6.77044
33557	3.78457	6.78457
33558	3.79999	6.79999
33559	3.81575	6.81575
33560	3.83227	6.83227
33561	3.8488	6.8488
33562	3.86641	6.86641
33563	3.88503	6.88503
33564	3.9029	6.9029
33565	3.92244	6.92244
33566	3.9407	6.9407
33567	3.9594	6.9594
33568	3.97888	6.97888
33569	3.99865	6.99865
33570	4.01919	7.01919
33571	4.03893	7.03893
33572	4.05946	7.05946
33573	4.0798	7.0798
33574	4.10052	7.10052
33575	4.12164	7.12164
33576	4.1427	7.1427
33577	4.16431	7.16431
33578	4.17795	7.17795
33579	4.18976	7.18976
33580	4.20027	7.20027
33581	4.2102	7.2102
33582	4.21977	7.21977
33583	4.22964	7.22964
33584	4.23853	7.23853
33585	4.24817	7.24817
33586	4.25718	7.25718
33587	4.26435	7.26435
33588	4.27382	7.27382
33589	4.28289	7.28289
33590	4.29182	7.29182
33591	4.30105	7.30105
33592	4.30897	7.30897
33593	4.31758	7.31758
33594	4.32689	7.32689
33595	4.33436	7.33436
33596	4.34307	7.34307
33597	4.35192	7.35192
33598	4.35935	7.35935
33599	4.36848	7.36848
33600	4.37738	7.37738
33601	4.38576	7.38576
33602	4.39396	7.39396
33603	4.40214	7.40214
33604	4.40988	7.40988
33605	4.41801	7.41801
33606	4.42588	7.42588
33607	4.43318	7.43318
33608	4.44181	7.44181
33609	4.44795	7.44795
33610	4.4565	7.4565
33611	4.4646	7.4646
33612	4.47266	7.47266
33613	4.4817	7.4817
33614	4.48879	7.48879
33615	4.4967	7.4967
33616	4.50432	7.50432
33617	4.5123	7.5123
33618	4.52043	7.52043
33619	4.52758	7.52758
33620	4.53585	7.53585
33621	4.54419	7.54419
33622	4.55212	7.55212
33623	4.55986	7.55986
33624	4.56737	7.56737
33625	4.57565	7.57565
33626	4.57758	7.57758
33627	4.5774	7.5774
33628	4.57715	7.57715
33629	4.5753	7.5753
33630	4.57348	7.57348
33631	4.57205	7.57205
33632	4.56922	7.56922
33633	4.56627	7.56627
33634	4.56338	7.56338
33635	4.56009	7.56009
33636	4.55784	7.55784
33637	4.55435	7.55435
33638	4.55156	7.55156
33639	4.54776	7.54776
33640	4.54313	7.54313
33641	4.53968	7.53968
33642	4.53602	7.53602
33643	4.53163	7.53163
33644	4.52692	7.52692
33645	4.52296	7.52296
33646	4.51891	7.51891
33647	4.5147	7.5147
33648	4.50953	7.50953
33649	4.5059	7.5059
33650	4.50905	7.50905
33651	4.51411	7.51411
33652	4.52167	7.52167
33653	4.52829	7.52829
33654	4.53613	7.53613
33655	4.54387	7.54387
33656	4.55247	7.55247
33657	4.56079	7.56079
33658	4.56863	7.56863
33659	4.57978	7.57978
33660	4.58793	7.58793
33661	4.59723	7.59723
33662	4.60633	7.60633
33663	4.61576	7.61576
33664	4.62503	7.62503
33665	4.63467	7.63467
33666	4.64515	7.64515
33667	4.65445	7.65445
33668	4.66501	7.66501
33669	4.67427	7.67427
33670	4.68346	7.68346
33671	4.69488	7.69488
33672	4.70525	7.70525
33673	4.71558	7.71558
33674	4.70474	7.70474
33675	4.68852	7.68852
33676	4.66922	7.66922
33677	4.64695	7.64695
33678	4.62433	7.62433
33679	4.60051	7.60051
33680	4.57588	7.57588
33681	4.55006	7.55006
33682	4.52319	7.52319
33683	4.49543	7.49543
33684	4.46789	7.46789
33685	4.43837	7.43837
33686	4.40931	7.40931
33687	4.37942	7.37942
33688	4.34857	7.34857
33689	4.3188	7.3188
33690	4.28798	7.28798
33691	4.25592	7.25592
33692	4.22372	7.22372
33693	4.19151	7.19151
33694	4.1589	7.1589
33695	4.12639	7.12639
33696	4.09278	7.09278
33697	4.05928	7.05928
33698	4.04273	7.04273
33699	4.03179	7.03179
33700	4.02343	7.02343
33701	4.01668	7.01668
33702	4.01015	7.01015
33703	4.00436	7.00436
33704	3.99996	6.99996
33705	3.9957	6.9957
33706	3.99185	6.99185
33707	3.9885	6.9885
33708	3.98523	6.98523
33709	3.9828	6.9828
33710	3.98009	6.98009
33711	3.97778	6.97778
33712	3.97595	6.97595
33713	3.97377	6.97377
33714	3.97161	6.97161
33715	3.97068	6.97068
33716	3.96902	6.96902
33717	3.96757	6.96757
33718	3.96646	6.96646
33719	3.96553	6.96553
33720	3.96525	6.96525
33721	3.96447	6.96447
33722	3.97189	6.97189
33723	3.98248	6.98248
33724	3.9945	6.9945
33725	4.00807	7.00807
33726	4.02176	7.02176
33727	4.03586	7.03586
33728	4.05042	7.05042
33729	4.06532	7.06532
33730	4.08069	7.08069
33731	4.09618	7.09618
33732	4.11218	7.11218
33733	4.12861	7.12861
33734	4.14485	7.14485
33735	4.16146	7.16146
33736	4.17858	7.17858
33737	4.19525	7.19525
33738	4.21259	7.21259
33739	4.2299	7.2299
33740	4.24785	7.24785
33741	4.2648	7.2648
33742	4.28256	7.28256
33743	4.30083	7.30083
33744	4.31865	7.31865
33745	4.33643	7.33643
33746	4.34303	7.34303
33747	4.34485	7.34485
33748	4.34544	7.34544
33749	4.34497	7.34497
33750	4.34363	7.34363
33751	4.3423	7.3423
33752	4.3393	7.3393
33753	4.33741	7.33741
33754	4.33488	7.33488
33755	4.33113	7.33113
33756	4.32749	7.32749
33757	4.32504	7.32504
33758	4.31986	7.31986
33759	4.31641	7.31641
33760	4.31248	7.31248
33761	4.30758	7.30758
33762	4.30322	7.30322
33763	4.29894	7.29894
33764	4.29391	7.29391
33765	4.28886	7.28886
33766	4.28388	7.28388
33767	4.27875	7.27875
33768	4.27335	7.27335
33769	4.2684	7.2684
33770	4.26358	7.26358
33771	4.25957	7.25957
33772	4.25514	7.25514
33773	4.25189	7.25189
33774	4.24765	7.24765
33775	4.24314	7.24314
33776	4.23943	7.23943
33777	4.23539	7.23539
33778	4.23133	7.23133
33779	4.22788	7.22788
33780	4.22403	7.22403
33781	4.21913	7.21913
33782	4.21542	7.21542
33783	4.2114	7.2114
33784	4.20801	7.20801
33785	4.20252	7.20252
33786	4.19856	7.19856
33787	4.19439	7.19439
33788	4.18978	7.18978
33789	4.186	7.186
33790	4.18189	7.18189
33791	4.17693	7.17693
33792	4.1734	7.1734
33793	4.16874	7.16874
33794	4.17557	7.17557
