Time [h]	Intlet Temperature [C]	Outlet Temperature [C]
4891	7.64573	10.6457
4892	7.64567	10.6457
4893	7.64604	10.646
4894	7.64587	10.6459
4895	7.64581	10.6458
4896	7.64541	10.6454
4897	7.64557	10.6456
4898	7.64591	10.6459
4899	7.64602	10.646
4900	7.64615	10.6461
4901	7.64616	10.6462
4902	7.6463	10.6463
4903	7.64689	10.6469
4904	7.64695	10.6469
4905	7.64712	10.6471
4906	7.64695	10.6469
4907	7.64737	10.6474
4908	7.64787	10.6479
4909	7.64805	10.648
4910	7.64826	10.6483
4911	7.64833	10.6483
4912	7.64852	10.6485
4913	7.64916	10.6492
4914	7.64926	10.6493
4915	7.64947	10.6495
4916	7.64955	10.6495
4917	7.64976	10.6498
4918	7.65003	10.65
4919	7.65046	10.6505
4920	7.65076	10.6508
4921	7.65063	10.6506
4922	7.65098	10.651
4923	7.65117	10.6512
4924	7.65148	10.6515
4925	7.65166	10.6517
4926	7.65177	10.6518
4927	7.65172	10.6517
4928	7.65179	10.6518
4929	7.65229	10.6523
4930	7.65225	10.6522
4931	7.65232	10.6523
4932	7.65204	10.652
4933	7.65228	10.6523
4934	7.65242	10.6524
4935	7.65269	10.6527
4936	7.65282	10.6528
4937	7.65252	10.6525
4938	7.65276	10.6528
4939	7.65289	10.6529
4940	7.65337	10.6534
4941	7.65331	10.6533
4942	7.65336	10.6534
4943	7.65328	10.6533
4944	7.65332	10.6533
4945	7.65341	10.6534
4946	7.65365	10.6536
4947	7.65375	10.6537
4948	7.6534	10.6534
4949	7.6536	10.6536
4950	7.65368	10.6537
4951	7.65411	10.6541
4952	7.65401	10.654
4953	7.65401	10.654
4954	7.65387	10.6539
4955	7.65386	10.6539
4956	7.6539	10.6539
4957	7.6541	10.6541
4958	7.65418	10.6542
4959	7.65381	10.6538
4960	7.65399	10.654
4961	7.65406	10.6541
4962	7.65447	10.6545
4963	7.65435	10.6544
4964	7.65434	10.6543
4965	7.65419	10.6542
4966	7.65417	10.6542
4967	7.6542	10.6542
4968	7.65439	10.6544
4969	7.65445	10.6545
4970	7.65419	10.6542
4971	7.65453	10.6545
4972	7.65478	10.6548
4973	7.65539	10.6554
4974	7.65549	10.6555
4975	7.6557	10.6557
4976	7.65579	10.6558
4977	7.65601	10.656
4978	7.65667	10.6567
4979	7.6568	10.6568
4980	7.65704	10.657
4981	7.65694	10.6569
4982	7.65738	10.6574
4983	7.6577	10.6577
4984	7.65817	10.6582
4985	7.65851	10.6585
4986	7.65842	10.6584
4987	7.65892	10.6589
4988	7.65952	10.6595
4989	7.65977	10.6598
4990	7.66006	10.6601
4991	7.66019	10.6602
4992	7.66046	10.6605
4993	7.66079	10.6608
4994	7.6612	10.6612
4995	7.66144	10.6614
4996	7.66124	10.6612
4997	7.66161	10.6616
4998	7.66205	10.6621
4999	7.66216	10.6622
5000	7.66229	10.6623
5001	7.66226	10.6623
5002	7.66237	10.6624
5003	7.66252	10.6625
5004	7.66283	10.6628
5005	7.66302	10.663
5006	7.66315	10.6632
5007	7.66312	10.6631
5008	7.66321	10.6632
5009	7.66335	10.6634
5010	7.66365	10.6637
5011	7.66383	10.6638
5012	7.66356	10.6636
5013	7.66384	10.6638
5014	7.664	10.664
5015	7.66453	10.6645
5016	7.6645	10.6645
5017	7.66459	10.6646
5018	7.66433	10.6643
5019	7.6646	10.6646
5020	7.66476	10.6648
5021	7.66506	10.6651
5022	7.66522	10.6652
5023	7.66533	10.6653
5024	7.66528	10.6653
5025	7.66536	10.6654
5026	7.66548	10.6655
5027	7.66577	10.6658
5028	7.66593	10.6659
5029	7.66604	10.6661
5030	7.66599	10.666
5031	7.66607	10.6661
5032	7.66658	10.6666
5033	7.66654	10.6666
5034	7.66663	10.6666
5035	7.66635	10.6664
5036	7.66661	10.6666
5037	7.66676	10.6668
5038	7.66726	10.6673
5039	7.66723	10.6672
5040	7.66731	10.6673
5041	7.66704	10.667
5042	7.66729	10.6673
5043	7.66742	10.6674
5044	7.66768	10.6677
5045	7.66782	10.6678
5046	7.6679	10.6679
5047	7.66782	10.6678
5048	7.66786	10.6679
5049	7.66795	10.668
5050	7.6682	10.6682
5051	7.66833	10.6683
5052	7.66801	10.668
5053	7.66824	10.6682
5054	7.66836	10.6684
5055	7.66884	10.6688
5056	7.66877	10.6688
5057	7.66881	10.6688
5058	7.6685	10.6685
5059	7.66872	10.6687
5060	7.66883	10.6688
5061	7.66929	10.6693
5062	7.66922	10.6692
5063	7.66926	10.6693
5064	7.66916	10.6692
5065	7.66919	10.6692
5066	7.66927	10.6693
5067	7.66949	10.6695
5068	7.6696	10.6696
5069	7.66964	10.6696
5070	7.66953	10.6695
5071	7.66954	10.6695
5072	7.66999	10.67
5073	7.66989	10.6699
5074	7.6699	10.6699
5075	7.66956	10.6696
5076	7.66975	10.6698
5077	7.66983	10.6698
5078	7.67027	10.6703
5079	7.67017	10.6702
5080	7.67018	10.6702
5081	7.67005	10.6701
5082	7.67005	10.6701
5083	7.6701	10.6701
5084	7.67031	10.6703
5085	7.6704	10.6704
5086	7.67044	10.6704
5087	7.67031	10.6703
5088	7.67031	10.6703
5089	7.67075	10.6708
5090	7.67059	10.6706
5091	7.67053	10.6705
5092	7.6701	10.6701
5093	7.6702	10.6702
5094	7.67019	10.6702
5095	7.67052	10.6705
5096	7.67032	10.6703
5097	7.67022	10.6702
5098	7.66998	10.67
5099	7.66987	10.6699
5100	7.66981	10.6698
5101	7.66991	10.6699
5102	7.66988	10.6699
5103	7.66941	10.6694
5104	7.66948	10.6695
5105	7.66943	10.6694
5106	7.66974	10.6697
5107	7.66946	10.6695
5108	7.6691	10.6691
5109	7.66906	10.6691
5110	7.669	10.669
5111	7.66929	10.6693
5112	7.66906	10.6691
5113	7.66893	10.6689
5114	7.66874	10.6687
5115	7.66874	10.6687
5116	7.66881	10.6688
5117	7.66904	10.669
5118	7.66915	10.6692
5119	7.66885	10.6688
5120	7.66908	10.6691
5121	7.66921	10.6692
5122	7.66947	10.6695
5123	7.66961	10.6696
5124	7.6697	10.6697
5125	7.66964	10.6696
5126	7.66971	10.6697
5127	7.6702	10.6702
5128	7.67016	10.6702
5129	7.67024	10.6702
5130	7.67018	10.6702
5131	7.67025	10.6703
5132	7.67077	10.6708
5133	7.67074	10.6707
5134	7.67082	10.6708
5135	7.67056	10.6706
5136	7.67083	10.6708
5137	7.67099	10.671
5138	7.67125	10.6713
5139	7.67135	10.6714
5140	7.67101	10.671
5141	7.67121	10.6712
5142	7.67129	10.6713
5143	7.67151	10.6715
5144	7.67159	10.6716
5145	7.67162	10.6716
5146	7.67149	10.6715
5147	7.67148	10.6715
5148	7.6719	10.6719
5149	7.67178	10.6718
5150	7.67177	10.6718
5151	7.67163	10.6716
5152	7.67161	10.6716
5153	7.67165	10.6716
5154	7.67184	10.6718
5155	7.67191	10.6719
5156	7.67155	10.6715
5157	7.67177	10.6718
5158	7.67207	10.6721
5159	7.67204	10.672
5160	7.67204	10.672
5161	7.67189	10.6719
5162	7.67181	10.6718
5163	7.67215	10.6721
5164	7.67193	10.6719
5165	7.67182	10.6718
5166	7.67135	10.6714
5167	7.67146	10.6715
5168	7.67165	10.6716
5169	7.6715	10.6715
5170	7.67138	10.6714
5171	7.67111	10.6711
5172	7.67096	10.671
5173	7.67125	10.6712
5174	7.67099	10.671
5175	7.67084	10.6708
5176	7.67056	10.6706
5177	7.6704	10.6704
5178	7.67029	10.6703
5179	7.67034	10.6703
5180	7.67026	10.6703
5181	7.66977	10.6698
5182	7.66979	10.6698
5183	7.6697	10.6697
5184	7.66974	10.6697
5185	7.66965	10.6697
5186	7.66923	10.6692
5187	7.66942	10.6694
5188	7.66971	10.6697
5189	7.66968	10.6697
5190	7.6693	10.6693
5191	7.66949	10.6695
5192	7.66958	10.6696
5193	7.67001	10.67
5194	7.66992	10.6699
5195	7.66994	10.6699
5196	7.66984	10.6698
5197	7.66986	10.6699
5198	7.67031	10.6703
5199	7.67023	10.6702
5200	7.67027	10.6703
5201	7.67017	10.6702
5202	7.67021	10.6702
5203	7.67067	10.6707
5204	7.6706	10.6706
5205	7.67065	10.6706
5206	7.67056	10.6706
5207	7.6706	10.6706
5208	7.67107	10.6711
5209	7.67101	10.671
5210	7.67109	10.6711
5211	7.67106	10.6711
5212	7.67116	10.6712
5213	7.6717	10.6717
5214	7.67171	10.6717
5215	7.67183	10.6718
5216	7.67182	10.6718
5217	7.67194	10.6719
5218	7.6725	10.6725
5219	7.67252	10.6725
5220	7.67265	10.6727
5221	7.67266	10.6727
5222	7.67279	10.6728
5223	7.67335	10.6734
5224	7.67338	10.6734
5225	7.67353	10.6735
5226	7.67354	10.6735
5227	7.67368	10.6737
5228	7.67426	10.6743
5229	7.67429	10.6743
5230	7.67445	10.6744
5231	7.67447	10.6745
5232	7.67461	10.6746
5233	7.67519	10.6752
5234	7.67528	10.6753
5235	7.67552	10.6755
5236	7.67563	10.6756
5237	7.67588	10.6759
5238	7.67657	10.6766
5239	7.67672	10.6767
5240	7.67699	10.677
5241	7.67713	10.6771
5242	7.6774	10.6774
5243	7.67773	10.6777
5244	7.67822	10.6782
5245	7.67858	10.6786
5246	7.67853	10.6785
5247	7.67905	10.679
5248	7.67966	10.6797
5249	7.67994	10.6799
5250	7.68025	10.6802
5251	7.68042	10.6804
5252	7.68072	10.6807
5253	7.68145	10.6814
5254	7.68164	10.6816
5255	7.68195	10.6819
5256	7.68213	10.6821
5257	7.68244	10.6824
5258	7.68312	10.6831
5259	7.68321	10.6832
5260	7.68341	10.6834
5261	7.68346	10.6835
5262	7.68364	10.6836
5263	7.68386	10.6839
5264	7.68424	10.6842
5265	7.68449	10.6845
5266	7.68431	10.6843
5267	7.68471	10.6847
5268	7.68519	10.6852
5269	7.68534	10.6853
5270	7.6855	10.6855
5271	7.68552	10.6855
5272	7.68567	10.6857
5273	7.68587	10.6859
5274	7.68623	10.6862
5275	7.68646	10.6865
5276	7.68665	10.6866
5277	7.68667	10.6867
5278	7.68681	10.6868
5279	7.68739	10.6874
5280	7.68743	10.6874
5281	7.68758	10.6876
5282	7.68735	10.6874
5283	7.68764	10.6877
5284	7.68782	10.6878
5285	7.68834	10.6883
5286	7.68833	10.6883
5287	7.68843	10.6884
5288	7.68839	10.6884
5289	7.68847	10.6885
5290	7.68861	10.6886
5291	7.6889	10.6889
5292	7.68907	10.6891
5293	7.68879	10.6888
5294	7.68906	10.6891
5295	7.68922	10.6892
5296	7.68973	10.6897
5297	7.68965	10.6897
5298	7.68948	10.6895
5299	7.68964	10.6897
5300	7.68979	10.6898
5301	7.69029	10.6903
5302	7.69026	10.6903
5303	7.69034	10.6903
5304	7.69027	10.6903
5305	7.69034	10.6903
5306	7.69045	10.6905
5307	7.69074	10.6907
5308	7.69089	10.6909
5309	7.69099	10.691
5310	7.69093	10.6909
5311	7.69099	10.691
5312	7.69111	10.6911
5313	7.69138	10.6914
5314	7.69153	10.6915
5315	7.69124	10.6912
5316	7.69149	10.6915
5317	7.69163	10.6916
5318	7.69213	10.6921
5319	7.69209	10.6921
5320	7.69215	10.6922
5321	7.69187	10.6919
5322	7.69211	10.6921
5323	7.69225	10.6923
5324	7.69273	10.6927
5325	7.69269	10.6927
5326	7.69275	10.6928
5327	7.69268	10.6927
5328	7.69274	10.6927
5329	7.69284	10.6929
5330	7.69311	10.6931
5331	7.69326	10.6933
5332	7.69335	10.6934
5333	7.69328	10.6933
5334	7.69333	10.6933
5335	7.69383	10.6938
5336	7.69377	10.6938
5337	7.69384	10.6938
5338	7.69354	10.6935
5339	7.69378	10.6938
5340	7.69391	10.6939
5341	7.6944	10.6944
5342	7.69435	10.6944
5343	7.69441	10.6944
5344	7.69433	10.6943
5345	7.69438	10.6944
5346	7.69448	10.6945
5347	7.69475	10.6948
5348	7.69489	10.6949
5349	7.69498	10.695
5350	7.6949	10.6949
5351	7.69495	10.695
5352	7.69505	10.6951
5353	7.69531	10.6953
5354	7.69545	10.6955
5355	7.69515	10.6952
5356	7.69539	10.6954
5357	7.69552	10.6955
5358	7.69601	10.696
5359	7.69595	10.696
5360	7.69601	10.696
5361	7.69571	10.6957
5362	7.69595	10.696
5363	7.69607	10.6961
5364	7.69655	10.6966
5365	7.6965	10.6965
5366	7.69655	10.6966
5367	7.69647	10.6965
5368	7.69652	10.6965
5369	7.69661	10.6966
5370	7.69688	10.6969
5371	7.69701	10.697
5372	7.69709	10.6971
5373	7.69702	10.697
5374	7.69706	10.6971
5375	7.69755	10.6976
5376	7.69749	10.6975
5377	7.69754	10.6976
5378	7.69724	10.6972
5379	7.69747	10.6975
5380	7.6976	10.6976
5381	7.69808	10.6981
5382	7.69802	10.698
5383	7.69808	10.6981
5384	7.69778	10.6978
5385	7.69801	10.698
5386	7.69814	10.6981
5387	7.6984	10.6984
5388	7.69853	10.6985
5389	7.69861	10.6986
5390	7.69853	10.6985
5391	7.69857	10.6986
5392	7.69867	10.6987
5393	7.69892	10.6989
5394	7.69905	10.6991
5395	7.69874	10.6987
5396	7.69898	10.699
5397	7.6991	10.6991
5398	7.69959	10.6996
5399	7.69952	10.6995
5400	7.69957	10.6996
5401	7.69927	10.6993
5402	7.6995	10.6995
5403	7.69962	10.6996
5404	7.70009	10.7001
5405	7.70004	10.7
5406	7.70009	10.7001
5407	7.7	10.7
5408	7.70004	10.7
5409	7.70013	10.7001
5410	7.70039	10.7004
5411	7.70052	10.7005
5412	7.7006	10.7006
5413	7.70051	10.7005
5414	7.70056	10.7006
5415	7.70065	10.7007
5416	7.7009	10.7009
5417	7.70103	10.701
5418	7.70072	10.7007
5419	7.70095	10.701
5420	7.70107	10.7011
5421	7.70155	10.7016
5422	7.70149	10.7015
5423	7.70154	10.7015
5424	7.70123	10.7012
5425	7.70146	10.7015
5426	7.70158	10.7016
5427	7.70184	10.7018
5428	7.70197	10.702
5429	7.70204	10.7021
5430	7.70196	10.702
5431	7.70199	10.702
5432	7.70208	10.7021
5433	7.70234	10.7023
5434	7.70246	10.7025
5435	7.70254	10.7025
5436	7.70246	10.7025
5437	7.7025	10.7025
5438	7.70297	10.703
5439	7.7029	10.7029
5440	7.70295	10.703
5441	7.70264	10.7026
5442	7.70287	10.7029
5443	7.70299	10.703
5444	7.70346	10.7035
5445	7.7034	10.7034
5446	7.70345	10.7035
5447	7.70335	10.7034
5448	7.70339	10.7034
5449	7.70348	10.7035
5450	7.70373	10.7037
5451	7.70386	10.7039
5452	7.70393	10.7039
5453	7.70384	10.7038
5454	7.70388	10.7039
5455	7.70397	10.704
5456	7.70421	10.7042
5457	7.70433	10.7043
5458	7.70402	10.704
5459	7.70424	10.7042
5460	7.70436	10.7044
5461	7.70483	10.7048
5462	7.70476	10.7048
5463	7.7048	10.7048
5464	7.70449	10.7045
5465	7.70471	10.7047
5466	7.70482	10.7048
5467	7.70508	10.7051
5468	7.7052	10.7052
5469	7.70527	10.7053
5470	7.70517	10.7052
5471	7.7052	10.7052
5472	7.70529	10.7053
5473	7.70553	10.7055
5474	7.70565	10.7056
5475	7.70572	10.7057
5476	7.70564	10.7056
5477	7.70568	10.7057
5478	7.70615	10.7061
5479	7.70608	10.7061
5480	7.70613	10.7061
5481	7.70582	10.7058
5482	7.70605	10.706
5483	7.70616	10.7062
5484	7.70663	10.7066
5485	7.70657	10.7066
5486	7.70662	10.7066
5487	7.70652	10.7065
5488	7.70656	10.7066
5489	7.70665	10.7067
5490	7.7069	10.7069
5491	7.70703	10.707
5492	7.70711	10.7071
5493	7.70702	10.707
5494	7.70706	10.7071
5495	7.70715	10.7072
5496	7.7074	10.7074
5497	7.70752	10.7075
5498	7.70721	10.7072
5499	7.70744	10.7074
5500	7.70756	10.7076
5501	7.70803	10.708
5502	7.70796	10.708
5503	7.70801	10.708
5504	7.7077	10.7077
5505	7.70792	10.7079
5506	7.70803	10.708
5507	7.70829	10.7083
5508	7.70841	10.7084
5509	7.70848	10.7085
5510	7.70839	10.7084
5511	7.70842	10.7084
5512	7.70851	10.7085
5513	7.70875	10.7088
5514	7.70888	10.7089
5515	7.70895	10.709
5516	7.70886	10.7089
5517	7.70889	10.7089
5518	7.70936	10.7094
5519	7.70929	10.7093
5520	7.70933	10.7093
5521	7.70902	10.709
5522	7.70918	10.7092
5523	7.70918	10.7092
5524	7.70952	10.7095
5525	7.70932	10.7093
5526	7.70922	10.7092
5527	7.70897	10.709
5528	7.70884	10.7088
5529	7.70877	10.7088
5530	7.70886	10.7089
5531	7.70881	10.7088
5532	7.70871	10.7087
5533	7.70844	10.7084
5534	7.70829	10.7083
5535	7.7082	10.7082
5536	7.70826	10.7083
5537	7.70819	10.7082
5538	7.70769	10.7077
5539	7.70772	10.7077
5540	7.70764	10.7076
5541	7.70791	10.7079
5542	7.70765	10.7076
5543	7.70749	10.7075
5544	7.70719	10.7072
5545	7.70702	10.707
5546	7.70701	10.707
5547	7.7072	10.7072
5548	7.70731	10.7073
5549	7.70698	10.707
5550	7.70721	10.7072
5551	7.70733	10.7073
5552	7.70781	10.7078
5553	7.70776	10.7078
5554	7.70783	10.7078
5555	7.70776	10.7078
5556	7.70783	10.7078
5557	7.70796	10.708
5558	7.70824	10.7082
5559	7.70841	10.7084
5560	7.70814	10.7081
5561	7.70842	10.7084
5562	7.70858	10.7086
5563	7.70911	10.7091
5564	7.70909	10.7091
5565	7.70919	10.7092
5566	7.70915	10.7092
5567	7.70925	10.7093
5568	7.7094	10.7094
5569	7.70971	10.7097
5570	7.7096	10.7096
5571	7.70929	10.7093
5572	7.70876	10.7088
5573	7.7083	10.7083
5574	7.70824	10.7082
5575	7.70762	10.7076
5576	7.7071	10.7071
5577	7.7062	10.7062
5578	7.70582	10.7058
5579	7.70531	10.7053
5580	7.70492	10.7049
5581	7.70439	10.7044
5582	7.7038	10.7038
5583	7.70304	10.703
5584	7.70239	10.7024
5585	7.70179	10.7018
5586	7.70133	10.7013
5587	7.70074	10.7007
5588	7.69971	10.6997
5589	7.69921	10.6992
5590	7.69859	10.6986
5591	7.69832	10.6983
5592	7.6975	10.6975
5593	7.69679	10.6968
5594	7.69619	10.6962
5595	7.69634	10.6963
5596	7.69648	10.6965
5597	7.6968	10.6968
5598	7.69706	10.6971
5599	7.69713	10.6971
5600	7.69736	10.6974
5601	7.69805	10.698
5602	7.69821	10.6982
5603	7.69851	10.6985
5604	7.6987	10.6987
5605	7.69904	10.699
5606	7.69959	10.6996
5607	7.70003	10.7
5608	7.70006	10.7001
5609	7.70063	10.7006
5610	7.7011	10.7011
5611	7.70171	10.7017
5612	7.7022	10.7022
5613	7.7025	10.7025
5614	7.70292	10.7029
5615	7.70379	10.7038
5616	7.70412	10.7041
5617	7.70457	10.7046
5618	7.70477	10.7048
5619	7.705	10.705
5620	7.70543	10.7054
5621	7.70571	10.7057
5622	7.70555	10.7056
5623	7.70592	10.7059
5624	7.70618	10.7062
5625	7.70655	10.7066
5626	7.7068	10.7068
5627	7.70683	10.7068
5628	7.70699	10.707
5629	7.7072	10.7072
5630	7.70756	10.7076
5631	7.70779	10.7078
5632	7.70761	10.7076
5633	7.70795	10.7079
5634	7.70817	10.7082
5635	7.70853	10.7085
5636	7.70877	10.7088
5637	7.70856	10.7086
5638	7.7089	10.7089
5639	7.70913	10.7091
5640	7.7097	10.7097
5641	7.70974	10.7097
5642	7.70989	10.7099
5643	7.7099	10.7099
5644	7.71004	10.71
5645	7.71061	10.7106
5646	7.71064	10.7106
5647	7.71079	10.7108
5648	7.7108	10.7108
5649	7.71093	10.7109
5650	7.71112	10.7111
5651	7.71147	10.7115
5652	7.71169	10.7117
5653	7.71149	10.7115
5654	7.71182	10.7118
5655	7.71203	10.712
5656	7.71238	10.7124
5657	7.7126	10.7126
5658	7.71238	10.7124
5659	7.71272	10.7127
5660	7.71293	10.7129
5661	7.7135	10.7135
5662	7.71353	10.7135
5663	7.71368	10.7137
5664	7.71368	10.7137
5665	7.71382	10.7138
5666	7.71388	10.7139
5667	7.71402	10.714
5668	7.71401	10.714
5669	7.71354	10.7135
5670	7.71361	10.7136
5671	7.71354	10.7135
5672	7.71382	10.7138
5673	7.71356	10.7136
5674	7.71339	10.7134
5675	7.71309	10.7131
5676	7.7129	10.7129
5677	7.71276	10.7128
5678	7.71278	10.7128
5679	7.71267	10.7127
5680	7.71211	10.7121
5681	7.7121	10.7121
5682	7.71196	10.712
5683	7.71217	10.7122
5684	7.71185	10.7119
5685	7.71164	10.7116
5686	7.71128	10.7113
5687	7.71105	10.711
5688	7.71126	10.7113
5689	7.71091	10.7109
5690	7.71067	10.7107
5691	7.71007	10.7101
5692	7.71	10.71
5693	7.70981	10.7098
5694	7.70975	10.7098
5695	7.70957	10.7096
5696	7.70895	10.709
5697	7.70891	10.7089
5698	7.70895	10.7089
5699	7.70866	10.7087
5700	7.70839	10.7084
5701	7.70798	10.708
5702	7.70769	10.7077
5703	7.70781	10.7078
5704	7.70741	10.7074
5705	7.70713	10.7071
5706	7.7067	10.7067
5707	7.7064	10.7064
5708	7.70653	10.7065
5709	7.70612	10.7061
5710	7.70582	10.7058
5711	7.70539	10.7054
5712	7.70508	10.7051
5713	7.70521	10.7052
5714	7.70493	10.7049
5715	7.70486	10.7049
5716	7.70468	10.7047
5717	7.70466	10.7047
5718	7.70508	10.7051
5719	7.70496	10.705
5720	7.70498	10.705
5721	7.70487	10.7049
5722	7.7049	10.7049
5723	7.70535	10.7053
5724	7.70528	10.7053
5725	7.70495	10.7049
5726	7.70519	10.7052
5727	7.70533	10.7053
5728	7.7056	10.7056
5729	7.70574	10.7057
5730	7.70547	10.7055
5731	7.70572	10.7057
5732	7.70587	10.7059
5733	7.70615	10.7061
5734	7.70631	10.7063
5735	7.70626	10.7063
5736	7.70634	10.7063
5737	7.70685	10.7069
5738	7.70674	10.7067
5739	7.70668	10.7067
5740	7.70648	10.7065
5741	7.70639	10.7064
5742	7.7065	10.7065
5743	7.70647	10.7065
5744	7.70601	10.706
5745	7.70609	10.7061
5746	7.70604	10.706
5747	7.70613	10.7061
5748	7.70608	10.7061
5749	7.70561	10.7056
5750	7.70567	10.7057
5751	7.70561	10.7056
5752	7.70567	10.7057
5753	7.70561	10.7056
5754	7.70534	10.7053
5755	7.7052	10.7052
5756	7.70548	10.7055
5757	7.70518	10.7052
5758	7.70479	10.7048
5759	7.70474	10.7047
5760	7.70504	10.705
5761	7.70478	10.7048
5762	7.70445	10.7045
5763	7.70391	10.7039
5764	7.70344	10.7034
5765	7.70338	10.7034
5766	7.70276	10.7028
5767	7.70224	10.7022
5768	7.70159	10.7016
5769	7.70104	10.701
5770	7.70068	10.7007
5771	7.70019	10.7002
5772	7.69926	10.6993
5773	7.69886	10.6989
5774	7.69834	10.6983
5775	7.69794	10.6979
5776	7.69741	10.6974
5777	7.69646	10.6965
5778	7.69602	10.696
5779	7.69583	10.6958
5780	7.69508	10.6951
5781	7.69406	10.6941
5782	7.6936	10.6936
5783	7.69342	10.6934
5784	7.69264	10.6926
5785	7.69197	10.692
5786	7.69117	10.6912
5787	7.69048	10.6905
5788	7.68998	10.69
5789	7.68935	10.6894
5790	7.68852	10.6885
5791	7.6878	10.6878
5792	7.68749	10.6875
5793	7.68666	10.6867
5794	7.68556	10.6856
5795	7.68502	10.685
5796	7.68474	10.6847
5797	7.68385	10.6839
5798	7.68287	10.6829
5799	7.68221	10.6822
5800	7.68168	10.6817
5801	7.68101	10.681
5802	7.67992	10.6799
5803	7.67935	10.6793
5804	7.67902	10.679
5805	7.67814	10.6781
5806	7.67699	10.677
5807	7.67645	10.6764
5808	7.67597	10.676
5809	7.67478	10.6748
5810	7.6742	10.6742
5811	7.67388	10.6739
5812	7.67298	10.673
5813	7.67182	10.6718
5814	7.67122	10.6712
5815	7.67087	10.6709
5816	7.66996	10.67
5817	7.66902	10.669
5818	7.66823	10.6682
5819	7.66762	10.6676
5820	7.6665	10.6665
5821	7.66591	10.6659
5822	7.66556	10.6656
5823	7.66463	10.6646
5824	7.66346	10.6635
5825	7.66284	10.6628
5826	7.66225	10.6622
5827	7.66151	10.6615
5828	7.66058	10.6606
5829	7.65976	10.6598
5830	7.65912	10.6591
5831	7.65799	10.658
5832	7.65737	10.6574
5833	7.65699	10.657
5834	7.65629	10.6563
5835	7.65573	10.6557
5836	7.65537	10.6554
5837	7.65522	10.6552
5838	7.65462	10.6546
5839	7.65454	10.6545
5840	7.65449	10.6545
5841	7.65393	10.6539
5842	7.65391	10.6539
5843	7.65391	10.6539
5844	7.65376	10.6538
5845	7.65345	10.6535
5846	7.65362	10.6536
5847	7.65329	10.6533
5848	7.6529	10.6529
5849	7.65292	10.6529
5850	7.65251	10.6525
5851	7.65255	10.6525
5852	7.6526	10.6526
5853	7.65217	10.6522
5854	7.65222	10.6522
5855	7.65229	10.6523
5856	7.65186	10.6519
5857	7.65195	10.652
5858	7.6524	10.6524
5859	7.65277	10.6528
5860	7.65341	10.6534
5861	7.65405	10.654
5862	7.65454	10.6545
5863	7.65556	10.6556
5864	7.6561	10.6561
5865	7.65665	10.6566
5866	7.65776	10.6578
5867	7.65834	10.6583
5868	7.65887	10.6589
5869	7.65987	10.6599
5870	7.66037	10.6604
5871	7.6614	10.6614
5872	7.66266	10.6627
5873	7.66338	10.6634
5874	7.66408	10.6641
5875	7.66533	10.6653
5876	7.66607	10.6661
5877	7.66657	10.6666
5878	7.66766	10.6677
5879	7.66879	10.6688
5880	7.66978	10.6698
5881	7.67058	10.6706
5882	7.67168	10.6717
5883	7.67215	10.6722
5884	7.67257	10.6726
5885	7.67312	10.6731
5886	7.67385	10.6738
5887	7.67406	10.6741
5888	7.67479	10.6748
5889	7.67573	10.6757
5890	7.67612	10.6761
5891	7.67647	10.6765
5892	7.67736	10.6774
5893	7.67771	10.6777
5894	7.67783	10.6778
5895	7.67852	10.6785
5896	7.67923	10.6792
5897	7.67979	10.6798
5898	7.68016	10.6802
5899	7.68064	10.6806
5900	7.68132	10.6813
5901	7.68188	10.6819
5902	7.68224	10.6822
5903	7.68272	10.6827
5904	7.6834	10.6834
5905	7.68396	10.684
5906	7.68419	10.6842
5907	7.68445	10.6844
5908	7.68489	10.6849
5909	7.68519	10.6852
5910	7.68528	10.6853
5911	7.68547	10.6855
5912	7.68607	10.6861
5913	7.68614	10.6861
5914	7.68616	10.6862
5915	7.68633	10.6863
5916	7.68669	10.6867
5917	7.68693	10.6869
5918	7.68695	10.687
5919	7.6871	10.6871
5920	7.68765	10.6876
5921	7.68768	10.6877
5922	7.68746	10.6875
5923	7.68778	10.6878
5924	7.68835	10.6883
5925	7.68836	10.6884
5926	7.68812	10.6881
5927	7.68847	10.6885
5928	7.68889	10.6889
5929	7.689	10.689
5930	7.68887	10.6889
5931	7.68879	10.6888
5932	7.68889	10.6889
5933	7.68885	10.6888
5934	7.6886	10.6886
5935	7.68845	10.6885
5936	7.6885	10.6885
5937	7.68842	10.6884
5938	7.68791	10.6879
5939	7.68792	10.6879
5940	7.68818	10.6882
5941	7.68788	10.6879
5942	7.6873	10.6873
5943	7.68729	10.6873
5944	7.68755	10.6875
5945	7.68722	10.6872
5946	7.6866	10.6866
5947	7.68662	10.6866
5948	7.68671	10.6867
5949	7.68647	10.6865
5950	7.68588	10.6859
5951	7.68583	10.6858
5952	7.68603	10.686
5953	7.68567	10.6857
5954	7.68526	10.6853
5955	7.68554	10.6855
5956	7.68614	10.6861
5957	7.68614	10.6861
5958	7.68608	10.6861
5959	7.68637	10.6864
5960	7.68679	10.6868
5961	7.68709	10.6871
5962	7.68721	10.6872
5963	7.68745	10.6874
5964	7.68789	10.6879
5965	7.68823	10.6882
5966	7.68837	10.6884
5967	7.68864	10.6886
5968	7.68911	10.6891
5969	7.68947	10.6895
5970	7.68963	10.6896
5971	7.68992	10.6899
5972	7.69041	10.6904
5973	7.69078	10.6908
