Time [h]	Inlet Temperature [C]	Outlet Temperature [C]
21662	5.4985790604164	8.755721908101
21663	5.4988130612131	8.755955905683
21664	5.4990479228926	8.7561907637675
21665	5.4992835479771	8.756426384805
21666	5.4995198538844	8.756662686122
21667	5.4997567699688	8.756899596956
21668	5.4999942352976	8.7571370562208
21669	5.5002321969444	8.7573750107845
21670	5.5004706086652	8.7576134141234
21671	5.5007094298718	8.7578522252554
21672	5.5009486248414	8.7580914078876
21673	5.5011881505215	8.7583309297267
21674	5.5014084161418	8.7585512015966
21675	5.5015920297345	8.7587348207415
21676	5.5017511258964	8.7588939218688
21677	5.5018918499288	8.7590346503681
21678	5.5020164150792	8.7591592195584
21679	5.5021464564004	8.759289264551
21680	5.5022717295273	8.7594145410289
21681	5.5023909896687	8.7595338042412
21682	5.5025054872599	8.7596483046568
21683	5.5026085161665	8.75975133617
21684	5.5027121375651	8.7598549599815
21685	5.5028160665887	8.7599588912452
21686	5.5029192840321	8.7600621107738
21687	5.5030207095003	8.7601635381878
21688	5.5031201203322	8.7602629508396
21689	5.5032177039309	8.7603605361442
21690	5.5033136641545	8.7604564979701
21691	5.5034081526599	8.7605509879834
21692	5.5035012824345	8.7606441191794
21693	5.5035931423373	8.7607359804246
21694	5.5036838056409	8.7608266449978
21695	5.503773334939	8.7609161754986
21696	5.5038617850987	8.7610046267992
21697	5.5039492046098	8.7610920478709
21698	5.5040328023079	8.7611756474897
21699	5.5041101028208	8.7612529497972
21700	5.504182901685	8.7613257503418
21701	5.504252552348	8.7613954025816
21702	5.5043197890122	8.7614626407284
21703	5.5043850952249	8.7615279483375
21704	5.5044487892937	8.761591643724
21705	5.5045110781927	8.7616539338684
21706	5.5045721017627	8.7617149586172
21707	5.5046319603075	8.7617748182796
21708	5.5046907301779	8.7618335892109
21709	5.5047484726049	8.7618913326463
21710	5.5048052387847	8.7619480997858
21711	5.5048610728276	8.7620039347433
21712	5.5049160135161	8.7620588763041
21713	5.5049700954241	8.7621129590454
21714	5.5050233496923	8.76216621411
21715	5.5050758046006	8.7622186697805
21716	5.505127488657	8.762270354567
21717	5.5051784209033	8.7623212875133
21718	5.5052286258023	8.7623714930839
21719	5.5052781235107	8.7624209914373
21720	5.5053269330455	8.762469801592
21721	5.5053750730662	8.7625179414015
21722	5.5054348275746	8.7625776948777
21723	5.5055170820037	8.7626599482642
21724	5.5056142375213	8.7627571027287
21725	5.5057206073049	8.7628634714484
21726	5.5058331671556	8.7629760302244
21727	5.5059499645265	8.7630928265096
21728	5.5060697512574	8.7632126121436
21729	5.5061917516912	8.7633346114689
21730	5.5063154726045	8.7634583312623
21731	5.50644058474	8.7635834422662
21732	5.5065668561126	8.7637097124951
21733	5.5066941144027	8.7638369696295
21734	5.5068222254763	8.7639650795352
21735	5.5069510810821	8.7640939339604
21736	5.5070805916438	8.7642234433288
21737	5.5072106817699	8.7643535322487
21738	5.507341287217	8.7644841364765
21739	5.5074723526938	8.7646152007206
21740	5.5076038302051	8.7647466769857
21741	5.5077356777731	8.7648785232936
21742	5.5078667571682	8.7650096014147
21743	5.5079994735668	8.765142316525
21744	5.5081386148512	8.7652814565065
21745	5.5082674197242	8.7654102605693
21746	5.5084038210986	8.765546661621
21747	5.5085636491959	8.7657064893719
21748	5.5087450134917	8.7658878532948
21749	5.5089600443379	8.7661028837387
21750	5.5091722055354	8.7663150445005
21751	5.5093816431864	8.7665244816785
21752	5.5095915683575	8.7667344063339
21753	5.5098041816388	8.7669470190511
21754	5.5100197708646	8.767162607657
21755	5.5102378828589	8.7673807189669
21756	5.5104580638575	8.7676008992061
21757	5.510679993514	8.7678228280151
21758	5.5109034501318	8.7680462836809
21759	5.5111282716399	8.7682711041122
21760	5.5113543327666	8.7684971640108
21761	5.511581532296	8.7687243621266
21762	5.5118097855013	8.7689526136873
21763	5.5120390195405	8.7691818457891
21764	5.5122691706578	8.7694119945908
21765	5.5125001824207	8.7696430035366
21766	5.5127320045104	8.7698748221254
21767	5.5129645918283	8.7701074049751
21768	5.5131979038293	8.7703407110755
21769	5.5134318870536	8.7705747031814
21770	5.5136092665543	8.770752097185
21771	5.5136791394728	8.770821978207
21772	5.5136770066687	8.7708198505769
21773	5.5136295235489	8.7707723710471
21774	5.5135508709219	8.7706937210568
21775	5.5134502076968	8.7705930598505
21776	5.5133333991318	8.7704762528807
21777	5.5132041004833	8.7703469555244
21778	5.513064649073	8.7702075051823
21779	5.5129166151992	8.7700594722062
21780	5.5127611134434	8.7699039712155
21781	5.5125989786406	8.7697418370724
21782	5.5124308662494	8.7695737252559
21783	5.5122573098805	8.7694001693923
21784	5.5120787550267	8.7692216149861
21785	5.511895580095	8.7690384404537
21786	5.5117081106342	8.7688509713514
21787	5.511516629633	8.7686594906737
21788	5.5113213852926	8.7684642466267
21789	5.5111225970308	8.7682654586324
21790	5.5109204601915	8.7680633220377
21791	5.5107151497813	8.7678580118524
21792	5.5105068234715	8.7676496857497
21793	5.5102956243474	8.7674384865038
21794	5.510101046537	8.7672439082682
21795	5.5099402993649	8.7670831606877
21796	5.5098014579334	8.7669443188637
21797	5.5096756648207	8.7668185253736
21798	5.5095582375389	8.7667010977285
21799	5.5094461696814	8.766589029521
21800	5.5093375574699	8.7664804169722
21801	5.5092312356426	8.7663740948195
21802	5.5091264791647	8.7662693380277
21803	5.509022817397	8.7661656759567
21804	5.5089199295296	8.7660627877963
21805	5.5088175857081	8.7659604436915
21806	5.5087156015879	8.7658584592973
21807	5.5086138641233	8.7657567215674
21808	5.5085122548571	8.7656551120442
21809	5.5084106892009	8.7655535461391
21810	5.5083090961039	8.7654519528008
21811	5.508208731901	8.7653515883639
21812	5.5081074386268	8.7652502948626
21813	5.508004104131	8.7651469601464
21814	5.5078984413948	8.7650412971962
21815	5.5077943000491	8.7649371556424
21816	5.5076931374975	8.7648359928887
21817	5.5075901697529	8.7647330248749
